边 : 盖 0 | 伤 1 | 默 2 | 血 3 | 圈 4 | 贺 5 | 勤 6 | 募 7 | 卖 8 | 菌 9 | 
椭 : 郴 0 | 椭 1 | 栀 2 | 酗 3 | 椰 4 | 酵 5 | 鄄 6 | 杼 7 | 屙 8 | 槊 9 | 

愚 : 愚 0 | 帅 1 | 禺 2 | 糟 3 | 砸 4 | 跻 5 | 虾 6 | 颐 7 | 蚌 8 | 蜂 9 | 

窦 : 窦 0 | 窨 1 | 禧 2 | 窿 3 | 赊 4 | 褥 5 | 烷 6 | 粽 7 | 坨 8 | 仟 9 | 

痫 : 梓 0 | 酶 1 | 痫 2 | 遒 3 | 薪 4 | 杲 5 | 槎 6 | 枰 7 | 檗 8 | 茧 9 | 

钊 : 狸 0 | 铿 1 | 峋 2 | 剔 3 | 馒 4 | 钊 5 | 碣 6 | 绚 7 | 鲲 8 | 昀 9 | 

盏 : 泗 0 | 盏 1 | 偎 2 | 兽 3 | 熏 4 | 珲 5 | 鲢 6 | 圄 7 | 琏 8 | 缳 9 | 

宽 : 迈 0 | 宪 1 | 宽 2 | 逊 3 | 戏 4 | 灵 5 | 饲 6 | 铺 7 | 哲 8 | 滑 9 | 

纲 : 缉 0 | 嘴 1 | 柴 2 | 畜 3 | 纲 4 | 涨 5 | 蕴 6 | 缅 7 | 绚 8 | 绥 9 | 

邵 : 邵 0 | 昭 1 | 糖 2 | 迢 3 | 窘 4 | 咸 5 | 躺 6 | 喧 7 | 沾 8 | 铝 9 | 

谐 : 谐 0 | 紊 1 | 缠 2 | 炫 3 | 弦 4 | 麓 5 | 畜 6 | 臃 7 | 漉 8 | 眩 9 | 

菌 : 猫 0 | 菌 1 | 茵 2 | 瞄 3 | 辗 4 | 翼 5 | 虏 6 | 募 7 | 藩 8 | 匣 9 | 

醚 : 酊 0 | 枰 1 | 楝 2 | 醐 3 | 玎 4 | 鹇 5 | 杌 6 | 酡 7 | 醮 8 | 酹 9 | 

扒 : 偕 0 | 俾 1 | 侮 2 | 珀 3 | 雌 4 | 摒 5 | 簧 6 | 仑 7 | 撮 8 | 俨 9 | 

蓓 : 蔺 0 | 蓓 1 | 阀 2 | 蕨 3 | 簧 4 | 茧 5 | 疹 6 | 淇 7 | 佟 8 | 摒 9 | 

咆 : 噜 0 | 锃 1 | 猗 2 | 鳝 3 | 谗 4 | 铷 5 | 锘 6 | 钏 7 | 炙 8 | 洮 9 | 

蹴 : 蹴 0 | 踉 1 | 躏 2 | 跻 3 | 踮 4 | 趿 5 | 卟 6 | 玷 7 | 掂 8 | 禧 9 | 

捎 : 蝗 0 | 雌 1 | 弧 2 | 篝 3 | 秭 4 | 臧 5 | 拄 6 | 羌 7 | 梵 8 | 琉 9 | 

写 : 征 0 | 屋 1 | 症 2 | 垸 3 | 写 4 | 淀 5 | 佩 6 | 浸 7 | 旁 8 | 捕 9 | 

印 : 揭 0 | 锻 1 | 遵 2 | 硬 3 | 抵 4 | 胸 5 | 柬 6 | 微 7 | 印 8 | 荆 9 | 

俣 : 龛 0 | 嗽 1 | 翕 2 | 俣 3 | 簌 4 | 佶 5 | 侗 6 | 谕 7 | 拈 8 | 唆 9 | 

晚 : 弄 0 | 硬 1 | 暗 2 | 暂 3 | 借 4 | 恒 5 | 掉 6 | 昔 7 | 谱 8 | 蕴 9 | 

咸 : 匡 0 | 刁 1 | 吞 2 | 珑 3 | 咸 4 | 码 5 | 箴 6 | 酉 7 | 虾 8 | 兽 9 | 

渝 : 歪 0 | 厌 1 | 绥 2 | 噪 3 | 羞 4 | 颤 5 | 牟 6 | 栖 7 | 哗 8 | 砸 9 | 

檀 : 柩 0 | 麾 1 | 檀 2 | 酥 3 | 楸 4 | 檄 5 | 麓 6 | 榫 7 | 椎 8 | 枋 9 | 

索 : 垸 0 | 宪 1 | 土 2 | 宝 3 | 野 4 | 福 5 | 雪 6 | 塑 7 | 浩 8 | 庄 9 | 

唁 : 啄 0 | 踉 1 | 诏 2 | 禧 3 | 吭 4 | 瓤 5 | 唁 6 | 啭 7 | 诰 8 | 诒 9 | 

逆 : 逆 0 | 朔 1 | 塑 2 | 赣 3 | 臭 4 | 颜 5 | 柔 6 | 陪 7 | 孵 8 | 秃 9 | 

挫 : 挫 0 | 拣 1 | 扒 2 | 拴 3 | 斧 4 | 拎 5 | 描 6 | 雇 7 | 拘 8 | 苍 9 | 

柔 : 柔 0 | 抒 1 | 鹜 2 | 朔 3 | 骆 4 | 孵 5 | 秃 6 | 郅 7 | 陲 8 | 塑 9 | 

刹 : 钵 0 | 枢 1 | 攀 2 | 柩 3 | 酗 4 | 飘 5 | 桅 6 | 馒 7 | 樱 8 | 噪 9 | 

呵 : 桔 0 | 呵 1 | 噪 2 | 葆 3 | 梧 4 | 榕 5 | 柯 6 | 苛 7 | 兔 8 | 哗 9 | 

狼 : 藜 0 | 狰 1 | 熏 2 | 铣 3 | 侮 4 | 觅 5 | 炙 6 | 锲 7 | 鲍 8 | 铱 9 | 

倦 : 侠 0 | 蓓 1 | 粪 2 | 邃 3 | 倦 4 | 阀 5 | 窨 6 | 疹 7 | 蔺 8 | 佟 9 | 

炯 : 炕 0 | 炯 1 | 糟 2 | 烦 3 | 炳 4 | 凰 5 | 贼 6 | 贱 7 | 溅 8 | 峭 9 | 

捏 : 捏 0 | 墅 1 | 嗜 2 | 拌 3 | 抖 4 | 铿 5 | 擂 6 | 芹 7 | 蝗 8 | 篝 9 | 

务 : 身 0 | 疑 1 | 留 2 | 星 3 | 税 4 | 付 5 | 现 6 | 季 7 | 升 8 | 徒 9 | 

芽 : 轼 0 | 畿 1 | 稚 2 | 忱 3 | 廓 4 | 戥 5 | 帧 6 | 泔 7 | 炙 8 | 捎 9 | 

砸 : 砸 0 | 贼 1 | 躺 2 | 崎 3 | 颐 4 | 岱 5 | 虞 6 | 罐 7 | 殴 8 | 赡 9 | 

利 : 利 0 | 星 1 | 税 2 | 景 3 | 篮 4 | 通 5 | 昌 6 | 血 7 | 疾 8 | 型 9 | 

事 : 现 0 | 程 1 | 议 2 | 灾 3 | 援 4 | 债 5 | 语 6 | 税 7 | 型 8 | 出 9 | 

朔 : 朔 0 | 孵 1 | 秃 2 | 臭 3 | 酶 4 | 掷 5 | 赣 6 | 陲 7 | 衅 8 | 羌 9 | 

师 : 星 0 | 恒 1 | 症 2 | 型 3 | 佩 4 | 景 5 | 醒 6 | 误 7 | 昌 8 | 掉 9 | 

拉 : 拉 0 | 萨 1 | 伯 2 | 德 3 | 兵 4 | 洪 5 | 油 6 | 路 7 | 牛 8 | 舞 9 | 

至 : 屋 0 | 型 1 | 玛 2 | 码 3 | 佩 4 | 症 5 | 通 6 | 麦 7 | 舞 8 | 厂 9 | 

献 : 赠 0 | 献 1 | 疫 2 | 责 3 | 谢 4 | 汛 5 | 洋 6 | 判 7 | 疾 8 | 赛 9 | 

创 : 创 0 | 软 1 | 截 2 | 借 3 | 具 4 | 脱 5 | 带 6 | 足 7 | 认 8 | 苍 9 | 

芷 : 懵 0 | 芷 1 | 戛 2 | 谑 3 | 戕 4 | 嘘 5 | 虏 6 | 姬 7 | 躏 8 | 琊 9 | 

攥 : 攥 0 | 臼 1 | 掂 2 | 镍 3 | 徨 4 | 仟 5 | 狰 6 | 鹭 7 | 篑 8 | 拈 9 | 

泔 : 鸫 0 | 淇 1 | 藩 2 | 泾 3 | 荥 4 | 泔 5 | 滢 6 | 虔 7 | 懑 8 | 沏 9 | 

鹦 : 赓 0 | 峥 1 | 娲 2 | 鹦 3 | 嫡 4 | 岔 5 | 璎 6 | 妯 7 | 瘿 8 | 碉 9 | 

摈 : 邈 0 | 逅 1 | 遑 2 | 摈 3 | 嫔 4 | 镔 5 | 揎 6 | 襻 7 | 滢 8 | 祜 9 | 

路 : 跃 0 | 路 1 | 牛 2 | 患 3 | 贵 4 | 弟 5 | 镇 6 | 徒 7 | 围 8 | 御 9 | 

桥 : 桥 0 | 覆 1 | 歌 2 | 茶 3 | 柴 4 | 狂 5 | 灯 6 | 飘 7 | 浩 8 | 磨 9 | 

二 : 此 0 | 前 1 | 获 2 | 求 3 | 得 4 | 抓 5 | 某 6 | 近 7 | 时 8 | 避 9 | 

贵 : 牛 0 | 患 1 | 洞 2 | 吓 3 | 贴 4 | 症 5 | 吞 6 | 词 7 | 仲 8 | 巾 9 | 

死 : 死 0 | 狂 1 | 福 2 | 宝 3 | 洞 4 | 抵 5 | 荆 6 | 锻 7 | 胸 8 | 乌 9 | 

教 : 救 0 | 塑 1 | 任 2 | 运 3 | 宪 4 | 卫 5 | 防 6 | 储 7 | 伟 8 | 班 9 | 

脱 : 颜 0 | 痛 1 | 脱 2 | 腾 3 | 塑 4 | 赈 5 | 毅 6 | 滑 7 | 粗 8 | 浓 9 | 

项 : 幕 0 | 功 1 | 岸 2 | 疑 3 | 过 4 | 付 5 | 留 6 | 式 7 | 卷 8 | 册 9 | 

桫 : 榉 0 | 桫 1 | 樘 2 | 椋 3 | 縻 4 | 剽 5 | 痫 6 | 汀 7 | 枥 8 | 棰 9 | 

儡 : 撵 0 | 轶 1 | 儡 2 | 偎 3 | 辇 4 | 囵 5 | 畛 6 | 辏 7 | 芥 8 | 辊 9 | 

艮 : 艮 0 | 腱 1 | 鬣 2 | 髫 3 | 谫 4 | 沏 5 | 朊 6 | 裟 7 | 渌 8 | 婕 9 | 

黠 : 黝 0 | 黠 1 | 黜 2 | 罴 3 | 撵 4 | 銮 5 | 熹 6 | 鼾 7 | 啭 8 | 罟 9 | 

试 : 茫 0 | 软 1 | 升 2 | 亮 3 | 灌 4 | 落 5 | 获 6 | 某 7 | 词 8 | 偏 9 | 

绍 : 绍 0 | 势 1 | 息 2 | 觉 3 | 慨 4 | 言 5 | 谊 6 | 止 7 | 染 8 | 睛 9 | 

嚏 : 噎 0 | 嚏 1 | 禧 2 | 逅 3 | 浣 4 | 梏 5 | 坨 6 | 莒 7 | 撷 8 | 嗔 9 | 

践 : 止 0 | 候 1 | 言 2 | 式 3 | 点 4 | 类 5 | 觉 6 | 睛 7 | 醒 8 | 歧 9 | 

部 : 税 0 | 部 1 | 通 2 | 灾 3 | 大 4 | 商 5 | 癌 6 | 高 7 | 图 8 | 土 9 | 

对 : 对 0 | 过 1 | 以 2 | 前 3 | 获 4 | 得 5 | 返 6 | 通 7 | 留 8 | 写 9 | 

成 : 通 0 | 成 1 | 谈 2 | 大 3 | 回 4 | 语 5 | 软 6 | 参 7 | 时 8 | 审 9 | 

虹 : 虹 0 | 潭 1 | 渣 2 | 裹 3 | 浊 4 | 锡 5 | 绳 6 | 罩 7 | 蜜 8 | 晖 9 | 

缔 : 缔 0 | 涨 1 | 详 2 | 竣 3 | 赣 4 | 暗 5 | 蕴 6 | 疲 7 | 夹 8 | 缅 9 | 

猫 : 菊 0 | 菌 1 | 苑 2 | 莓 3 | 躯 4 | 卵 5 | 藜 6 | 钺 7 | 饰 8 | 殴 9 | 

浅 : 洽 0 | 渣 1 | 歪 2 | 沛 3 | 涅 4 | 琐 5 | 峭 6 | 坯 7 | 浅 8 | 溅 9 | 

池 : 冈 0 | 池 1 | 溪 2 | 潭 3 | 纱 4 | 淑 5 | 泊 6 | 沛 7 | 冻 8 | 雀 9 | 

爸 : 斧 0 | 猴 1 | 镌 2 | 钠 3 | 盗 4 | 爸 5 | 铧 6 | 卵 7 | 翠 8 | 瑰 9 | 

佳 : 肤 0 | 翰 1 | 翠 2 | 雀 3 | 啥 4 | 咐 5 | 萃 6 | 佳 7 | 俯 8 | 译 9 | 

抵 : 抵 0 | 攀 1 | 拘 2 | 挣 3 | 抱 4 | 孤 5 | 胸 6 | 描 7 | 暂 8 | 鬼 9 | 

虞 : 颐 0 | 虞 1 | 嘘 2 | 躏 3 | 虔 4 | 姬 5 | 咋 6 | 瞄 7 | 鸦 8 | 趴 9 | 

阵 : 孤 0 | 苍 1 | 陪 2 | 缉 3 | 邮 4 | 匈 5 | 抒 6 | 邯 7 | 阴 8 | 骤 9 | 

凳 : 凳 0 | 侗 1 | 簌 2 | 漱 3 | 龛 4 | 佑 5 | 嗽 6 | 葆 7 | 蓓 8 | 溶 9 | 

觅 : 峭 0 | 觅 1 | 腆 2 | 腼 3 | 靓 4 | 贼 5 | 凰 6 | 坍 7 | 腕 8 | 秃 9 | 

铢 : 鬼 0 | 瑰 1 | 擎 2 | 抠 3 | 锡 4 | 铢 5 | 锨 6 | 魁 7 | 铂 8 | 拘 9 | 

吭 : 诘 0 | 瓤 1 | 诏 2 | 躏 3 | 啭 4 | 诰 5 | 骧 6 | 踉 7 | 诒 8 | 谗 9 | 

霞 : 翠 0 | 秆 1 | 奸 2 | 徒 3 | 抖 4 | 赳 5 | 饰 6 | 炜 7 | 拌 8 | 咋 9 | 

填 : 漂 0 | 填 1 | 酝 2 | 皇 3 | 啥 4 | 肝 5 | 昔 6 | 凭 7 | 飘 8 | 鞍 9 | 

飘 : 飘 0 | 漂 1 | 闲 2 | 霖 3 | 剽 4 | 雀 5 | 涅 6 | 潭 7 | 茜 8 | 柑 9 | 

珩 : 酰 0 | 敕 1 | 鏊 2 | 棰 3 | 鳅 4 | 旌 5 | 葳 6 | 蕤 7 | 舔 8 | 殇 9 | 

仨 : 椴 0 | 蕨 1 | 仨 2 | 暌 3 | 俳 4 | 撅 5 | 蕻 6 | 倨 7 | 噘 8 | 俣 9 | 

欲 : 啥 0 | 欲 1 | 哗 2 | 溶 3 | 呐 4 | 窘 5 | 凳 6 | 咐 7 | 葆 8 | 仲 9 | 

＆ : 踅 0 | 蒗 1 | 璎 2 | 瑁 3 | 誊 4 | 喱 5 | 蕻 6 | 簋 7 | 蟾 8 | 屐 9 | 

恬 : 翘 0 | 恬 1 | 毡 2 | 秭 3 | 恤 4 | 髦 5 | 怅 6 | 耄 7 | 钺 8 | 彷 9 | 

丐 : 丐 0 | 鹭 1 | 跚 2 | 瞪 3 | 玷 4 | 盹 5 | 怦 6 | 睫 7 | 拈 8 | 鲈 9 | 

掂 : 掂 0 | 拄 1 | 氦 2 | 亵 3 | 搐 4 | 拎 5 | 挛 6 | 揪 7 | 扒 8 | 祈 9 | 

眶 : 眶 0 | 廿 1 | 虐 2 | 琊 3 | 虞 4 | 鹭 5 | 姬 6 | 萋 7 | 虏 8 | 瞪 9 | 

酶 : 酶 0 | 酥 1 | 棰 2 | 舾 3 | 獭 4 | 珞 5 | 鹜 6 | 徨 7 | 笙 8 | 簌 9 | 

微 : 凭 0 | 微 1 | 躺 2 | 稍 3 | 翻 4 | 赚 5 | 崭 6 | 横 7 | 诸 8 | 冬 9 | 

勤 : 勤 0 | 贴 1 | 弄 2 | 拾 3 | 吓 4 | 词 5 | 荆 6 | 升 7 | 杠 8 | 虐 9 | 

析 : 楚 0 | 醒 1 | 醉 2 | 架 3 | 朴 4 | 酿 5 | 桩 6 | 薪 7 | 末 8 | 误 9 | 

啥 : 咐 0 | 斡 1 | 卒 2 | 哇 3 | 喃 4 | 佑 5 | 哮 6 | 趴 7 | 蓓 8 | 侣 9 | 

懂 : 愤 0 | 拣 1 | 殿 2 | 芒 3 | 巧 4 | 摒 5 | 辗 6 | 翼 7 | 屏 8 | 碟 9 | 

痪 : 茭 0 | 炙 1 | 铄 2 | 鳝 3 | 洮 4 | 昀 5 | 铢 6 | 燧 7 | 铂 8 | 斛 9 | 

旮 : 旮 0 | 螂 1 | 箫 2 | 媾 3 | 岔 4 | 潇 5 | 渑 6 | 钕 7 | 遛 8 | 阉 9 | 

罐 : 潢 0 | 摒 1 | 簧 2 | 芝 3 | 菌 4 | 巍 5 | 痪 6 | 淌 7 | 仙 8 | 锡 9 | 

句 : 架 0 | 号 1 | 愧 2 | 衷 3 | 触 4 | 留 5 | 夕 6 | 勉 7 | 拘 8 | 足 9 | 

纵 : 哗 0 | 仑 1 | 夷 2 | 侮 3 | 雌 4 | 欲 5 | 柴 6 | 缠 7 | 蕴 8 | 竣 9 | 

匀 : 铮 0 | 炙 1 | 驹 2 | 痪 3 | 锲 4 | 铱 5 | 觅 6 | 孢 7 | 峋 8 | 锨 9 | 

掉 : 御 0 | 泊 1 | 朴 2 | 症 3 | 徒 4 | 锡 5 | 捕 6 | 饰 7 | 扰 8 | 掉 9 | 

俸 : 碓 0 | 椴 1 | 蕨 2 | 仨 3 | 俳 4 | 暌 5 | 撅 6 | 蕻 7 | 倨 8 | 噘 9 | 

诧 : 迤 0 | 彷 1 | 筵 2 | 祜 3 | 滢 4 | 祢 5 | 祈 6 | 诰 7 | 笈 8 | 箢 9 | 

楝 : 桓 0 | 酵 1 | 杠 2 | 梧 3 | 酥 4 | 栩 5 | 栖 6 | 遒 7 | 抹 8 | 栀 9 | 

幸 : 塑 0 | 抖 1 | 闯 2 | 填 3 | 拌 4 | 夹 5 | 陪 6 | 赣 7 | 详 8 | 谱 9 | 

挛 : 挛 0 | 銮 1 | 煸 2 | 烬 3 | 楸 4 | 脒 5 | 谯 6 | 钬 7 | 娈 8 | 蕃 9 | 

侄 : 侄 0 | 瑜 1 | 仕 2 | 瞪 3 | 拎 4 | 伶 5 | 拴 6 | 琉 7 | 侗 8 | 偎 9 | 

笃 : 笃 0 | 骆 1 | 鹜 2 | 骛 3 | 唉 4 | 骁 5 | 溆 6 | 笞 7 | 溅 8 | 贱 9 | 

漉 : 漉 0 | 瀛 1 | 沁 2 | 昶 3 | 沪 4 | 阂 5 | 庵 6 | 祠 7 | 诀 8 | 劾 9 | 

杯 : 柏 0 | 酿 1 | 杠 2 | 抹 3 | 栖 4 | 框 5 | 梧 6 | 酝 7 | 栩 8 | 酥 9 | 

柬 : 柬 0 | 描 1 | 辐 2 | 洞 3 | 驾 4 | 浓 5 | 硬 6 | 荆 7 | 墨 8 | 福 9 | 

宪 : 喀 0 | 宪 1 | 蜜 2 | 浸 3 | 狂 4 | 迈 5 | 逊 6 | 浅 7 | 稀 8 | 寄 9 | 

肝 : 肌 0 | 肝 1 | 绥 2 | 敷 3 | 嫁 4 | 遂 5 | 稍 6 | 镌 7 | 猿 8 | 峭 9 | 

酿 : 醉 0 | 酿 1 | 酥 2 | 裹 3 | 亭 4 | 椎 5 | 虾 6 | 麓 7 | 杠 8 | 桩 9 | 

菊 : 苑 0 | 枢 1 | 殴 2 | 莺 3 | 擎 4 | 抠 5 | 虐 6 | 锡 7 | 菌 8 | 焰 9 | 

肆 : 躺 0 | 臭 1 | 咸 2 | 惨 3 | 闯 4 | 拳 5 | 磨 6 | 厌 7 | 羞 8 | 稀 9 | 

丞 : 丞 0 | 娑 1 | 椭 2 | 聩 3 | 盹 4 | 卺 5 | 陛 6 | 汴 7 | 菡 8 | 浣 9 | 

榕 : 榕 0 | 榨 1 | 倚 2 | 窘 3 | 窨 4 | 遒 5 | 葆 6 | 窒 7 | 槌 8 | 嵘 9 | 

俨 : 仕 0 | 瑜 1 | 瞪 2 | 拴 3 | 侗 4 | 诠 5 | 偎 6 | 兮 7 | 窒 8 | 簌 9 | 

帧 : 嵋 0 | 鬲 1 | 踬 2 | 帔 3 | 诎 4 | 虢 5 | 铈 6 | 赜 7 | 筵 8 | 菽 9 | 

噜 : 擎 0 | 驹 1 | 咆 2 | 噜 3 | 咣 4 | 兔 5 | 冤 6 | 唏 7 | 铝 8 | 嗲 9 | 

涡 : 吵 0 | 漱 1 | 溶 2 | 涡 3 | 咣 4 | 啸 5 | 渑 6 | 敕 7 | 嗨 8 | 沾 9 | 

拢 : 掷 0 | 湃 1 | 掺 2 | 厮 3 | 捺 4 | 撩 5 | 拳 6 | 佑 7 | 抖 8 | 硫 9 | 

娣 : 娣 0 | 萸 1 | 馗 2 | 嫡 3 | 嫱 4 | 瘘 5 | 谦 6 | 阆 7 | 瘿 8 | 疣 9 | 

绚 : 绚 0 | 铧 1 | 猕 2 | 鲲 3 | 锑 4 | 绥 5 | 馒 6 | 冤 7 | 猴 8 | 孵 9 | 

邬 : 邬 0 | 鲈 1 | 馑 2 | 杌 3 | 孢 4 | 炖 5 | 峋 6 | 钰 7 | 兀 8 | 丐 9 | 

钉 : 兔 0 | 瑰 1 | 卵 2 | 铮 3 | 痪 4 | 磷 5 | 腕 6 | 婉 7 | 殴 8 | 猴 9 | 

崎 : 崎 0 | 赡 1 | 烦 2 | 崖 3 | 躯 4 | 碉 5 | 腼 6 | 怏 7 | 缅 8 | 矾 9 | 

茸 : 茸 0 | 孽 1 | 琊 2 | 芘 3 | 莩 4 | 薹 5 | 陨 6 | 簧 7 | 虏 8 | 菡 9 | 

云 : 野 0 | 圣 1 | 树 2 | 皮 3 | 土 4 | 庄 5 | 桑 6 | 浩 7 | 伟 8 | 垒 9 | 

号 : 误 0 | 词 1 | 贴 2 | 洞 3 | 症 4 | 吞 5 | 吓 6 | 贺 7 | 佩 8 | 叹 9 | 

扇 : 诀 0 | 翩 1 | 沪 2 | 沁 3 | 扇 4 | 芒 5 | 祠 6 | 雇 7 | 劾 8 | 庵 9 | 

沙 : 沙 0 | 洛 1 | 浩 2 | 洞 3 | 灌 4 | 福 5 | 歌 6 | 宝 7 | 铁 8 | 舞 9 | 

沥 : 厌 0 | 沥 1 | 泵 2 | 藉 3 | 湃 4 | 淆 5 | 捺 6 | 戚 7 | 淹 8 | 耙 9 | 

绳 : 绳 0 | 缠 1 | 匙 2 | 蕴 3 | 昭 4 | 缆 5 | 嗜 6 | 蜕 7 | 嘴 8 | 潭 9 | 

卜 : 虐 0 | 秆 1 | 沛 2 | 症 3 | 芽 4 | 晖 5 | 罩 6 | 奸 7 | 吓 8 | 朴 9 | 

匙 : 匙 0 | 虾 1 | 晖 2 | 沛 3 | 罩 4 | 虐 5 | 眶 6 | 吓 7 | 蜂 8 | 钊 9 | 

牟 : 掺 0 | 弧 1 | 嗓 2 | 祈 3 | 缤 4 | 摒 5 | 墅 6 | 斩 7 | 驿 8 | 琉 9 | 

狂 : 卵 0 | 稀 1 | 躯 2 | 猴 3 | 敖 4 | 猖 5 | 孵 6 | 狂 7 | 猿 8 | 镍 9 | 

翩 : 翩 0 | 怏 1 | 坍 2 | 沁 3 | 懒 4 | 祠 5 | 亢 6 | 颤 7 | 庵 8 | 瀛 9 | 

骆 : 骆 0 | 鹜 1 | 骛 2 | 唉 3 | 骁 4 | 溆 5 | 笞 6 | 皱 7 | 馒 8 | 恬 9 | 

峭 : 膛 0 | 淌 1 | 觅 2 | 甭 3 | 靓 4 | 繇 5 | 艮 6 | 裟 7 | 灏 8 | 炯 9 | 

岱 : 岱 0 | 簧 1 | 葆 2 | 殴 3 | 蓓 4 | 凳 5 | 岔 6 | 拣 7 | 呐 8 | 粪 9 | 

兽 : 冀 0 | 凛 1 | 圈 2 | 抖 3 | 粪 4 | 倦 5 | 罩 6 | 裤 7 | 颤 8 | 藤 9 | 

纱 : 纱 0 | 猕 1 | 抄 2 | 莓 3 | 溅 4 | 侮 5 | 紊 6 | 徜 7 | 藩 8 | 浒 9 | 

等 : 厂 0 | 土 1 | 型 2 | 徒 3 | 路 4 | 镇 5 | 等 6 | 过 7 | 任 8 | 血 9 | 

得 : 疑 0 | 徒 1 | 疾 2 | 过 3 | 赛 4 | 字 5 | 景 6 | 房 7 | 谢 8 | 耗 9 | 

蜜 : 蜜 0 | 氨 1 | 恤 2 | 劾 3 | 髦 4 | 恬 5 | 祠 6 | 忱 7 | 愁 8 | 惋 9 | 

面 : 灾 0 | 民 1 | 均 2 | 岸 3 | 约 4 | 责 5 | 志 6 | 路 7 | 债 8 | 面 9 | 

枢 : 杠 0 | 柑 1 | 苛 2 | 茜 3 | 框 4 | 枢 5 | 葆 6 | 薪 7 | 横 8 | 嵘 9 | 

胜 : 艇 0 | 稻 1 | 血 2 | 彦 3 | 衣 4 | 彩 5 | 腾 6 | 捕 7 | 溪 8 | 姐 9 | 

核 : 肩 0 | 磨 1 | 偏 2 | 雇 3 | 迈 4 | 翻 5 | 软 6 | 寄 7 | 词 8 | 夕 9 | 

察 : 乏 0 | 字 1 | 赛 2 | 偿 3 | 式 4 | 付 5 | 言 6 | 过 7 | 袱 8 | 望 9 | 

图 : 血 0 | 翻 1 | 菌 2 | 图 3 | 雾 4 | 篮 5 | 熏 6 | 默 7 | 狂 8 | 稀 9 | 

赛 : 赛 0 | 型 1 | 过 2 | 判 3 | 景 4 | 徒 5 | 昌 6 | 字 7 | 镇 8 | 旨 9 | 

式 : 蓄 0 | 式 1 | 型 2 | 赛 3 | 判 4 | 径 5 | 裁 6 | 萄 7 | 疾 8 | 扰 9 | 

研 : 优 0 | 信 1 | 消 2 | 状 3 | 印 4 | 精 5 | 文 6 | 特 7 | 遗 8 | 恢 9 | 

娑 : 箫 0 | 猕 1 | 娑 2 | 敕 3 | 嗨 4 | 藩 5 | 溆 6 | 裟 7 | 徜 8 | 溅 9 | 

磬 : 磬 0 | 垲 1 | 悫 2 | 怏 3 | 撷 4 | 坨 5 | 碉 6 | 叽 7 | 翌 8 | 赳 9 | 

瞑 : 蹇 0 | 瞑 1 | 蓿 2 | 筵 3 | 晖 4 | 幔 5 | 嚏 6 | 蟑 7 | 萤 8 | 呻 9 | 

郴 : 枇 0 | 椭 1 | 槌 2 | 楣 3 | 遒 4 | 梵 5 | 栀 6 | 睬 7 | 剽 8 | 酗 9 | 

东 : 苏 0 | 土 1 | 暴 2 | 军 3 | 灌 4 | 空 5 | 图 6 | 菜 7 | 戏 8 | 东 9 | 

亚 : 亚 0 | 福 1 | 灵 2 | 宝 3 | 卫 4 | 谈 5 | 语 6 | 杰 7 | 贵 8 | 皇 9 | 

甚 : 借 0 | 锻 1 | 芬 2 | 暴 3 | 奔 4 | 苍 5 | 菲 6 | 硬 7 | 偏 8 | 茶 9 | 

舞 : 舞 0 | 默 1 | 捕 2 | 抛 3 | 福 4 | 篮 5 | 甲 6 | 图 7 | 皇 8 | 盗 9 | 

取 : 景 0 | 卷 1 | 字 2 | 房 3 | 疾 4 | 出 5 | 灾 6 | 池 7 | 聘 8 | 型 9 | 

岛 : 旋 0 | 饱 1 | 拟 2 | 锡 3 | 叹 4 | 衣 5 | 卜 6 | 昂 7 | 憾 8 | 亮 9 | 

该 : 翻 0 | 慷 1 | 羽 2 | 故 3 | 懂 4 | 叫 5 | 抓 6 | 宽 7 | 微 8 | 廖 9 | 

出 : 卫 0 | 灾 1 | 部 2 | 出 3 | 高 4 | 谈 5 | 任 6 | 议 7 | 援 8 | 程 9 | 

狈 : 晌 0 | 筠 1 | 鳅 2 | 鏊 3 | 铣 4 | 饬 5 | 猗 6 | 岙 7 | 猬 8 | 殁 9 | 

崮 : 黜 0 | 崽 1 | 啭 2 | 鼾 3 | 罘 4 | 饬 5 | 漕 6 | 幔 7 | 鳏 8 | 缳 9 | 

宝 : 福 0 | 空 1 | 皇 2 | 荆 3 | 浓 4 | 歌 5 | 姐 6 | 写 7 | 皮 8 | 亮 9 | 

况 : 献 0 | 息 1 | 响 2 | 势 3 | 责 4 | 觉 5 | 境 6 | 汛 7 | 染 8 | 测 9 | 

犟 : 敕 0 | 沏 1 | 蚨 2 | 芡 3 | 腋 4 | 砟 5 | 鲇 6 | 缳 7 | 瓤 8 | 菽 9 | 

们 : 部 0 | 控 1 | 出 2 | 门 3 | 灾 4 | 程 5 | 估 6 | 民 7 | 侨 8 | 债 9 | 

时 : 掉 0 | 写 1 | 带 2 | 得 3 | 亮 4 | 付 5 | 约 6 | 昌 7 | 东 8 | 贴 9 | 

